4
TRAINING,3,1600.0,4.2,0.0508,39.6,0.00152689,130.197
TRAINING,3,800.0,7.3,0.2286,39.6,0.0123481,126.299
TRAINING,3,630.0,0.0,0.2286,39.6,0.00253511,128.705
TRAINING,3,1000.0,15.6,0.1016,71.3,0.0437259,124.438
TRAINING,3,250.0,12.7,0.0254,39.6,0.0130253,121.547
TRAINING,3,1600.0,8.4,0.0508,31.7,0.00580776,129.296
TRAINING,3,2000.0,3.0,0.3048,71.3,0.00425727,125.524
TRAINING,3,1000.0,7.3,0.2286,55.5,0.0111706,125.194
TRAINING,3,800.0,6.7,0.1016,39.6,0.00578076,134.625
TRAINING,9,6300.0,4.8,0.0254,71.3,8.48633E-4,134.498
TRAINING,3,630.0,0.0,0.1016,71.3,0.00121072,124.155
TRAINING,3,1000.0,0.0,0.1524,31.7,0.00209405,130.987
TRAINING,3,1000.0,2.0,0.2286,31.7,0.00372371,130.307
TRAINING,9,5000.0,2.7,0.1524,71.3,0.00243851,124.364
TRAINING,3,2500.0,9.5,0.0254,31.7,0.00461377,130.086
TRAINING,3,1000.0,12.3,0.1016,71.3,0.0337792,127.928
TRAINING,3,500.0,0.0,0.3048,31.7,0.00331266,127.315
TRAINING,3,3150.0,1.5,0.3048,71.3,0.00336729,123.392
TRAINING,9,8000.0,0.0,0.0254,55.5,4.1229E-4,136.163
TRAINING,3,1000.0,3.3,0.1016,39.6,0.00245138,131.971
TRAINING,9,6300.0,4.8,0.0254,55.5,8.73218E-4,135.164
TRAINING,3,2000.0,2.0,0.2286,55.5,0.00313525,124.612
TRAINING,3,1600.0,0.0,0.0508,31.7,8.12164E-4,131.01
TRAINING,3,1250.0,7.3,0.2286,55.5,0.0111706,125.724
TRAINING,3,630.0,0.0,0.3048,55.5,0.00283081,127.696
TRAINING,3,2500.0,0.0,0.1016,31.7,0.00150092,132.003
TRAINING,3,2000.0,3.3,0.1016,55.5,0.002211,133.649
TRAINING,3,1600.0,17.4,0.0254,31.7,0.0176631,126.846
TRAINING,9,4000.0,4.0,0.2286,39.6,0.00473801,119.159
TRAINING,9,5000.0,2.0,0.2286,31.7,0.00372371,118.267
TRAINING,3,2500.0,0.0,0.1016,71.3,0.00121072,132.595
TRAINING,9,4000.0,8.9,0.1016,39.6,0.0124596,116.22
TRAINING,3,2000.0,22.2,0.0254,39.6,0.0229028,121.256
TRAINING,9,5000.0,4.0,0.2286,39.6,0.00473801,117.649
TRAINING,9,4000.0,15.4,0.0508,71.3,0.0264269,122.675
TRAINING,3,3150.0,5.3,0.2286,39.6,0.00614329,118.441
TRAINING,3,1000.0,0.0,0.0508,71.3,7.40478E-4,129.45
TRAINING,3,3150.0,4.0,0.2286,71.3,0.00400603,124.108
TRAINING,9,8000.0,0.0,0.1016,55.5,0.00131983,124.45
TRAINING,5,12500.0,4.0,0.2286,71.3,0.00400603,114.258
TRAINING,3,1000.0,2.0,0.2286,55.5,0.00313525,129.002
TRAINING,3,2500.0,8.9,0.1016,39.6,0.0124596,119.19
TRAINING,3,400.0,3.0,0.3048,55.5,0.00452492,126.159
TRAINING,9,4000.0,0.0,0.0254,31.7,4.39472E-4,137.047
TRAINING,3,400.0,15.4,0.0508,71.3,0.0264269,126.805
TRAINING,9,4000.0,4.0,0.3048,39.6,0.00579636,115.863
TRAINING,9,6300.0,3.3,0.1016,31.7,0.00251435,120.702
TRAINING,3,2500.0,4.2,0.0508,39.6,0.00152689,133.847
TRAINING,3,3150.0,12.3,0.1016,39.6,0.0408268,113.055
TRAINING,3,1250.0,5.4,0.1524,71.3,0.00401199,134.111
TRAINING,3,500.0,7.3,0.2286,39.6,0.0123481,130.299
TRAINING,3,315.0,3.0,0.3048,31.7,0.00529514,123.118
TRAINING,3,500.0,7.2,0.1524,39.6,0.00909175,132.658
TRAINING,3,2500.0,0.0,0.0254,39.6,4.28464E-4,131.836
TRAINING,3,2500.0,8.4,0.0508,55.5,0.00544854,131.542
TRAINING,3,3150.0,15.4,0.0508,31.7,0.0289853,118.045
TRAINING,3,800.0,7.2,0.1524,71.3,0.00752039,136.023
TRAINING,3,500.0,12.3,0.1016,55.5,0.0368233,133.774
TRAINING,3,3150.0,15.6,0.1016,39.6,0.0528487,109.254
TRAINING,9,6300.0,3.0,0.3048,71.3,0.00425727,116.134
TRAINING,3,3150.0,8.4,0.0508,55.5,0.00544854,128.402
TRAINING,3,1250.0,17.4,0.0254,31.7,0.0176631,128.306
TRAINING,9,4000.0,3.0,0.3048,55.5,0.00452492,118.689
TRAINING,3,2500.0,0.0,0.1016,39.6,0.00146332,132.611
TRAINING,3,315.0,15.4,0.0508,55.5,0.0271925,125.39
TRAINING,3,2000.0,3.0,0.3048,31.7,0.00529514,120.088
TRAINING,3,1250.0,17.4,0.0254,71.3,0.016104,126.356
TRAINING,3,1600.0,15.4,0.0508,55.5,0.0271925,128.2
TRAINING,3,3150.0,3.3,0.1016,31.7,0.00251435,128.252
TRAINING,3,500.0,3.0,0.3048,31.7,0.00529514,127.548
TRAINING,3,2500.0,0.0,0.2286,55.5,0.00229336,126.54
TRAINING,3,400.0,0.0,0.3048,39.6,0.00310138,124.809
TRAINING,3,1000.0,0.0,0.1016,71.3,0.00121072,128.825
TRAINING,9,5000.0,0.0,0.1016,55.5,0.00131983,128.36
TRAINING,3,2000.0,9.9,0.1524,55.5,0.0208438,119.505
TRAINING,9,4000.0,3.3,0.1016,31.7,0.00251435,124.852
TRAINING,9,4000.0,19.7,0.0508,39.6,0.036484,108.684
TRAINING,3,2500.0,4.0,0.2286,71.3,0.00400603,124.338
TRAINING,3,2000.0,0.0,0.1016,31.7,0.00150092,133.153
TRAINING,3,800.0,0.0,0.1016,39.6,0.00146332,128.401
TRAINING,9,4000.0,12.3,0.1016,55.5,0.0368233,114.404
TRAINING,3,1250.0,8.4,0.0508,39.6,0.00566229,131.205
TRAINING,9,6300.0,0.0,0.1524,31.7,0.00209405,119.737
TRAINING,3,2000.0,7.3,0.2286,31.7,0.0132672,115.309
TRAINING,3,400.0,3.0,0.3048,31.7,0.00529514,125.398
TRAINING,5,10000.0,7.2,0.1524,39.6,0.00909175,110.868
TRAINING,3,630.0,9.9,0.1524,71.3,0.0193001,129.889
TRAINING,3,1250.0,9.5,0.0254,71.3,0.00420654,131.656
TRAINING,9,4000.0,5.4,0.1524,55.5,0.00433288,119.737
TRAINING,3,2500.0,2.0,0.2286,31.7,0.00372371,121.407
TRAINING,9,6300.0,0.0,0.0254,39.6,4.28464E-4,136.826
TRAINING,9,5000.0,4.2,0.0508,39.6,0.00152689,129.777
TRAINING,3,250.0,9.9,0.1524,71.3,0.0193001,135.329
TRAINING,3,400.0,7.2,0.1524,39.6,0.00909175,132.118
TRAINING,3,800.0,9.9,0.1524,39.6,0.0233328,126.345
TRAINING,3,400.0,15.4,0.0508,31.7,0.0289853,123.705
TRAINING,9,5000.0,17.4,0.0254,39.6,0.0172206,119.854
TRAINING,3,500.0,2.0,0.2286,71.3,0.00293031,126.486
TRAINING,3,3150.0,3.3,0.1016,55.5,0.002211,130.629
TRAINING,9,5000.0,8.9,0.1016,71.3,0.0103088,116.723
TRAINING,3,630.0,2.0,0.2286,31.7,0.00372371,129.057
TRAINING,9,4000.0,0.0,0.2286,71.3,0.00214345,125.824
TRAINING,3,500.0,5.4,0.1524,71.3,0.00401199,126.291
TRAINING,9,4000.0,8.4,0.0508,71.3,0.00529514,126.926
TRAINING,9,5000.0,9.5,0.0254,39.6,0.00449821,125.044
TRAINING,3,630.0,4.0,0.2286,71.3,0.00400603,129.038
TRAINING,9,6300.0,9.5,0.0254,71.3,0.00420654,127.246
TRAINING,3,2000.0,8.4,0.0508,31.7,0.00580776,127.686
TRAINING,3,1600.0,0.0,0.1016,39.6,0.00146332,133.261
TRAINING,3,1000.0,17.4,0.0254,39.6,0.0172206,138.274
TRAINING,9,8000.0,0.0,0.1016,31.7,0.00150092,120.193
TRAINING,3,630.0,3.3,0.1016,31.7,0.00251435,128.952
TRAINING,3,1250.0,7.2,0.1524,71.3,0.00752039,132.513
TRAINING,9,8000.0,2.0,0.2286,71.3,0.00293031,115.996
TRAINING,3,630.0,0.0,0.1524,39.6,0.00193287,124.403
TRAINING,3,3150.0,7.2,0.1524,39.6,0.00909175,111.818
TRAINING,3,1250.0,9.9,0.1524,71.3,0.0193001,122.679
TRAINING,3,400.0,22.2,0.0254,71.3,0.0214178,117.927
TRAINING,5,10000.0,4.0,0.3048,71.3,0.00497773,110.905
TRAINING,9,6300.0,5.3,0.2286,71.3,0.0051942,116.92
TRAINING,9,5000.0,8.4,0.0508,71.3,0.00529514,121.146
TRAINING,3,630.0,1.5,0.3048,39.6,0.00392107,128.311
TRAINING,3,2500.0,4.8,0.0254,71.3,8.48633E-4,130.828
TRAINING,9,4000.0,12.3,0.1016,31.7,0.0418756,108.407
TRAINING,3,3150.0,9.5,0.0254,31.7,0.00461377,128.536
TRAINING,9,6300.0,9.5,0.0254,39.6,0.00449821,120.324
TRAINING,9,4000.0,0.0,0.0508,39.6,7.91822E-4,135.308
TRAINING,9,4000.0,5.4,0.1524,71.3,0.00401199,121.431
TRAINING,3,1600.0,9.5,0.0254,55.5,0.0043284,133.062
TRAINING,3,3150.0,4.8,0.0254,55.5,8.73218E-4,132.354
TRAINING,3,800.0,0.0,0.0508,71.3,7.40478E-4,130.96
TRAINING,9,4000.0,4.0,0.2286,55.5,0.0042862,120.654
TRAINING,3,2000.0,6.7,0.1016,55.5,0.0052139,129.653
TRAINING,3,1600.0,17.4,0.0254,39.6,0.0172206,127.614
TRAINING,9,8000.0,0.0,0.0254,39.6,4.28464E-4,135.866
TRAINING,3,1250.0,9.5,0.0254,39.6,0.00449821,130.964
TRAINING,3,1600.0,19.7,0.0508,39.6,0.036484,117.604
TRAINING,3,1600.0,7.2,0.1524,39.6,0.00909175,120.058
TRAINING,3,1250.0,22.2,0.0254,71.3,0.0214178,140.987
TRAINING,3,1000.0,0.0,0.1016,39.6,0.00146332,130.781
TRAINING,3,250.0,5.3,0.2286,39.6,0.00614329,127.011
TRAINING,3,400.0,12.3,0.1016,71.3,0.0337792,139.428
TRAINING,3,3150.0,0.0,0.1016,31.7,0.00150092,129.973
TRAINING,3,1600.0,4.0,0.3048,71.3,0.00497773,126.645
TRAINING,3,500.0,9.9,0.1524,55.5,0.0208438,127.815
TRAINING,3,1250.0,0.0,0.1016,71.3,0.00121072,130.335
TRAINING,3,1250.0,0.0,0.0254,31.7,4.39472E-4,127.947
TRAINING,5,10000.0,0.0,0.0254,71.3,4.00682E-4,130.787
TRAINING,3,1250.0,12.3,0.1016,55.5,0.0368233,124.214
TRAINING,3,630.0,12.7,0.0254,71.3,0.0121808,128.878
TRAINING,3,800.0,5.4,0.1524,71.3,0.00401199,131.281
TRAINING,3,1600.0,11.2,0.0508,39.6,0.0150478,126.54
TRAINING,3,3150.0,3.0,0.3048,39.6,0.00495741,118.922
TRAINING,3,1000.0,0.0,0.1524,39.6,0.00193287,130.033
TRAINING,3,2000.0,4.0,0.3048,71.3,0.00497773,124.395
TRAINING,9,6300.0,0.0,0.3048,55.5,0.00283081,117.976
TRAINING,3,630.0,7.3,0.2286,31.7,0.0132672,126.189
TRAINING,3,1250.0,19.7,0.0508,71.3,0.0341183,121.485
TRAINING,9,8000.0,0.0,0.0508,55.5,7.6193E-4,130.156
TRAINING,3,3150.0,15.4,0.0508,39.6,0.0282593,120.513
TRAINING,3,800.0,12.6,0.1524,71.3,0.0483159,123.054
TRAINING,3,2000.0,12.7,0.0254,39.6,0.0130253,129.567
TRAINING,3,2500.0,9.5,0.0254,55.5,0.0043284,134.152
TRAINING,3,2000.0,7.3,0.2286,55.5,0.0111706,120.354
TRAINING,3,630.0,2.7,0.1524,71.3,0.00243851,127.404
TRAINING,3,1600.0,8.4,0.0508,55.5,0.00544854,133.032
TRAINING,5,12500.0,4.8,0.0254,71.3,8.48633E-4,127.688
TRAINING,9,5000.0,3.3,0.1016,31.7,0.00251435,122.082
TRAINING,3,2500.0,0.0,0.0254,31.7,4.39472E-4,132.897
TRAINING,9,8000.0,0.0,0.3048,31.7,0.00331266,110.515
TRAINING,3,500.0,7.3,0.2286,31.7,0.0132672,128.169
TRAINING,3,3150.0,2.0,0.2286,55.5,0.00313525,123.742
TRAINING,3,630.0,0.0,0.1016,55.5,0.00131983,126.17
TRAINING,3,1000.0,4.8,0.0254,39.6,9.07475E-4,122.956
TRAINING,3,3150.0,4.0,0.3048,39.6,0.00579636,118.743
TRAINING,3,1000.0,22.2,0.0254,39.6,0.0229028,128.416
TRAINING,3,3150.0,0.0,0.0508,31.7,8.12164E-4,135.49
TRAINING,3,1250.0,3.0,0.3048,55.5,0.00452492,127.329
TRAINING,3,1600.0,4.0,0.2286,39.6,0.00473801,125.319
TRAINING,3,1000.0,3.3,0.1016,31.7,0.00251435,133.012
TRAINING,3,2000.0,4.0,0.2286,39.6,0.00473801,121.659
TRAINING,9,4000.0,5.3,0.2286,39.6,0.00614329,115.801
TRAINING,3,1600.0,4.0,0.3048,39.6,0.00579636,123.213
TRAINING,3,1250.0,15.4,0.0508,71.3,0.0264269,130.845
TRAINING,9,5000.0,7.2,0.1524,39.6,0.00909175,113.288
TRAINING,3,1250.0,4.0,0.3048,39.6,0.00579636,126.343
TRAINING,3,1000.0,4.0,0.3048,39.6,0.00579636,128.723
TRAINING,9,8000.0,0.0,0.0508,71.3,7.40478E-4,130.89
TRAINING,5,16000.0,0.0,0.1524,55.5,0.00172668,112.803
TRAINING,3,1600.0,6.7,0.1016,71.3,0.00478288,136.678
TRAINING,3,315.0,15.6,0.1016,71.3,0.0437259,133.808
TRAINING,9,8000.0,3.3,0.1016,39.6,0.00245138,118.091
TRAINING,3,630.0,11.2,0.0508,39.6,0.0150478,133.13
TRAINING,3,630.0,5.3,0.2286,39.6,0.00614329,132.011
TRAINING,3,500.0,15.6,0.1016,39.6,0.0528487,115.304
TRAINING,9,6300.0,2.7,0.1524,39.6,0.00294804,119.209
TRAINING,3,400.0,17.4,0.0254,71.3,0.016104,117.396
TRAINING,3,2000.0,4.8,0.0254,31.7,9.30789E-4,130.148
TRAINING,3,630.0,22.2,0.0254,39.6,0.0229028,137.026
TRAINING,9,5000.0,4.0,0.2286,55.5,0.0042862,120.034
TRAINING,3,500.0,0.0,0.3048,39.6,0.00310138,126.959
TRAINING,9,6300.0,17.4,0.0254,71.3,0.016104,119.916
TRAINING,3,500.0,17.4,0.0254,39.6,0.0172206,117.514
TRAINING,5,12500.0,4.2,0.0508,71.3,0.00142788,117.328
TRAINING,9,4000.0,12.3,0.1016,39.6,0.0408268,110.905
TRAINING,3,800.0,15.6,0.1016,39.6,0.0528487,118.964
TRAINING,3,315.0,17.4,0.0254,55.5,0.0165706,111.911
TRAINING,3,1000.0,12.7,0.0254,39.6,0.0130253,130.947
TRAINING,3,630.0,7.3,0.2286,71.3,0.0104404,133.768
TRAINING,3,1600.0,15.4,0.0508,31.7,0.0289853,121.485
TRAINING,3,800.0,12.3,0.1016,71.3,0.0337792,127.318
TRAINING,3,2000.0,5.4,0.1524,71.3,0.00401199,131.111
TRAINING,3,2500.0,19.7,0.0508,39.6,0.036484,116.184
TRAINING,3,1000.0,15.4,0.0508,31.7,0.0289853,124.525
TRAINING,9,8000.0,4.8,0.0254,39.6,9.07475E-4,131.346
TRAINING,3,1000.0,6.7,0.1016,71.3,0.00478288,136.758
TRAINING,3,500.0,4.0,0.2286,55.5,0.0042862,127.314
TRAINING,3,2000.0,4.0,0.3048,39.6,0.00579636,120.963
TRAINING,3,1600.0,0.0,0.0508,39.6,7.91822E-4,130.908
TRAINING,3,250.0,17.4,0.0254,71.3,0.016104,113.796
TRAINING,3,2500.0,7.3,0.2286,31.7,0.0132672,114.709
TRAINING,3,500.0,12.3,0.1016,71.3,0.0337792,140.158
TRAINING,3,2500.0,4.8,0.0254,39.6,9.07475E-4,131.236
TRAINING,3,315.0,9.9,0.1524,39.6,0.0233328,128.595
TRAINING,9,8000.0,2.7,0.1524,39.6,0.00294804,116.659
TRAINING,5,16000.0,0.0,0.2286,71.3,0.00214345,114.984
TRAINING,3,800.0,0.0,0.3048,55.5,0.00283081,128.086
TRAINING,9,4000.0,8.4,0.0508,39.6,0.00566229,118.955
TRAINING,9,4000.0,9.5,0.0254,31.7,0.00461377,126.736
TRAINING,3,1000.0,9.5,0.0254,39.6,0.00449821,130.374
TRAINING,3,630.0,8.9,0.1016,39.6,0.0124596,131.92
TRAINING,3,1000.0,12.3,0.1016,31.7,0.0418756,119.777
TRAINING,5,10000.0,0.0,0.1016,39.6,0.00146332,119.561
TRAINING,5,12500.0,0.0,0.0254,71.3,4.00682E-4,133.207
TRAINING,3,2000.0,8.9,0.1016,71.3,0.0103088,124.233
TRAINING,3,630.0,4.0,0.3048,39.6,0.00579636,131.073
TRAINING,3,1000.0,5.3,0.2286,39.6,0.00614329,125.581
TRAINING,3,1000.0,9.5,0.0254,71.3,0.00420654,129.556
TRAINING,9,6300.0,1.5,0.3048,39.6,0.00392107,114.751
TRAINING,3,630.0,0.0,0.1016,31.7,0.00150092,126.413
TRAINING,3,3150.0,0.0,0.2286,31.7,0.0027238,123.445
TRAINING,3,315.0,1.5,0.3048,39.6,0.00392107,121.851
TRAINING,9,6300.0,3.0,0.3048,55.5,0.00452492,115.679
TRAINING,3,800.0,5.4,0.1524,31.7,0.00525474,131.491
TRAINING,5,20000.0,4.8,0.0254,71.3,8.48633E-4,119.708
TRAINING,3,2000.0,4.8,0.0254,71.3,8.48633E-4,128.398
TRAINING,3,3150.0,4.0,0.2286,39.6,0.00473801,120.419
TRAINING,3,3150.0,9.5,0.0254,71.3,0.00420654,136.166
TRAINING,3,2000.0,2.7,0.1524,71.3,0.00243851,130.114
TRAINING,9,8000.0,3.0,0.3048,71.3,0.00425727,114.634
TRAINING,3,315.0,12.6,0.1524,71.3,0.0483159,128.484
TRAINING,3,800.0,3.0,0.3048,71.3,0.00425727,129.494
TRAINING,9,4000.0,9.9,0.1524,39.6,0.0233328,112.265
TRAINING,9,4000.0,12.3,0.1016,71.3,0.0337792,118.018
TRAINING,3,1250.0,12.3,0.1016,31.7,0.0418756,118.767
TRAINING,9,6300.0,3.3,0.1016,55.5,0.002211,123.839
TRAINING,3,250.0,8.9,0.1016,39.6,0.0124596,134.34
TRAINING,3,500.0,0.0,0.2286,31.7,0.0027238,126.675
TRAINING,3,315.0,19.7,0.0508,71.3,0.0341183,121.235
TRAINING,3,1250.0,0.0,0.2286,55.5,0.00229336,127.91
TRAINING,9,4000.0,7.3,0.2286,71.3,0.0104404,119.208
TRAINING,3,2500.0,0.0,0.3048,71.3,0.00266337,125.571
TRAINING,9,8000.0,4.0,0.3048,71.3,0.00497773,113.665
TRAINING,3,2500.0,1.5,0.3048,71.3,0.00336729,124.512
TRAINING,3,1600.0,5.4,0.1524,55.5,0.00433288,130.567
TRAINING,3,1250.0,3.3,0.1016,55.5,0.002211,132.769
TRAINING,3,2000.0,0.0,0.1016,55.5,0.00131983,132.54
TRAINING,3,250.0,9.5,0.0254,39.6,0.00449821,116.924
TRAINING,3,200.0,7.3,0.2286,55.5,0.0111706,135.234
TRAINING,3,3150.0,5.4,0.1524,31.7,0.00525474,118.291
TRAINING,5,10000.0,3.3,0.1016,71.3,0.00202822,116.694
TRAINING,3,3150.0,0.0,0.0254,39.6,4.28464E-4,133.276
TRAINING,3,1250.0,12.3,0.1016,39.6,0.0408268,121.165
TRAINING,9,4000.0,0.0,0.1524,31.7,0.00209405,123.807
TRAINING,5,20000.0,4.0,0.2286,71.3,0.00400603,109.638
TRAINING,9,5000.0,15.4,0.0508,71.3,0.0264269,119.135
TRAINING,9,4000.0,0.0,0.3048,39.6,0.00310138,119.229
TRAINING,3,1600.0,9.9,0.1524,31.7,0.0252785,117.119
TRAINING,3,1250.0,2.7,0.1524,39.6,0.00294804,130.829
TRAINING,9,4000.0,0.0,0.0254,55.5,4.1229E-4,133.223
TRAINING,9,4000.0,4.0,0.3048,71.3,0.00497773,119.535
TRAINING,3,800.0,19.7,0.0508,39.6,0.036484,119.174
TRAINING,9,5000.0,5.4,0.1524,71.3,0.00401199,120.061
TRAINING,9,4000.0,2.0,0.2286,31.7,0.00372371,120.527
TRAINING,3,1250.0,9.9,0.1524,55.5,0.0208438,121.635
TRAINING,9,4000.0,3.3,0.1016,55.5,0.002211,127.229
TRAINING,9,5000.0,2.7,0.1524,39.6,0.00294804,121.499
TRAINING,9,4000.0,4.8,0.0254,39.6,9.07475E-4,134.996
TRAINING,3,315.0,0.0,0.2286,39.6,0.00253511,121.055
TRAINING,3,250.0,15.6,0.1016,71.3,0.0437259,132.158
TRAINING,3,1600.0,2.7,0.1524,71.3,0.00243851,130.644
TRAINING,9,4000.0,12.6,0.1524,39.6,0.0584113,104.5
TRAINING,3,630.0,9.5,0.0254,55.5,0.0043284,125.452
TRAINING,3,1250.0,2.7,0.1524,71.3,0.00243851,130.144
TRAINING,3,800.0,4.0,0.2286,31.7,0.00509068,130.869
TRAINING,3,400.0,9.9,0.1524,31.7,0.0252785,128.939
TRAINING,9,6300.0,5.4,0.1524,55.5,0.00433288,117.287
TRAINING,9,6300.0,4.2,0.0508,71.3,0.00142788,129.308
TRAINING,3,3150.0,17.4,0.0254,31.7,0.0176631,123.466
TRAINING,9,5000.0,2.0,0.2286,71.3,0.00293031,122.816
TRAINING,9,5000.0,4.8,0.0254,31.7,9.30789E-4,135.248
TRAINING,3,1250.0,19.7,0.0508,39.6,0.036484,118.634
TRAINING,3,1600.0,0.0,0.1016,31.7,0.00150092,133.553
TRAINING,3,800.0,3.3,0.1016,39.6,0.00245138,129.991
TRAINING,3,2000.0,8.4,0.0508,55.5,0.00544854,133.042
TRAINING,3,400.0,5.3,0.2286,39.6,0.00614329,131.221
TRAINING,3,800.0,9.9,0.1524,55.5,0.0208438,126.565
TRAINING,3,1600.0,15.6,0.1016,71.3,0.0437259,121.528
TRAINING,3,1250.0,8.4,0.0508,31.7,0.00580776,130.156
TRAINING,9,6300.0,4.0,0.2286,55.5,0.0042862,117.154
TRAINING,9,6300.0,12.7,0.0254,71.3,0.0121808,125.398
TRAINING,3,400.0,0.0,0.3048,31.7,0.00331266,125.045
TRAINING,3,630.0,17.4,0.0254,71.3,0.016104,122.606
TRAINING,3,1250.0,8.4,0.0508,71.3,0.00529514,132.086
TRAINING,3,800.0,12.7,0.0254,39.6,0.0130253,130.217
TRAINING,9,5000.0,12.3,0.1016,39.6,0.0408268,108.625
TRAINING,3,1250.0,6.7,0.1016,39.6,0.00578076,132.395
TRAINING,3,400.0,9.5,0.0254,55.5,0.0043284,120.952
TRAINING,3,500.0,19.7,0.0508,71.3,0.0341183,126.995
TRAINING,3,630.0,7.2,0.1524,71.3,0.00752039,134.853
TRAINING,3,2000.0,7.2,0.1524,71.3,0.00752039,128.643
TRAINING,9,6300.0,15.4,0.0508,55.5,0.0271925,112.93
TRAINING,3,1600.0,9.9,0.1524,39.6,0.0233328,118.545
TRAINING,3,1600.0,0.0,0.1016,55.5,0.00131983,132.05
TRAINING,3,315.0,5.4,0.1524,39.6,0.00485029,125.347
TRAINING,3,3150.0,0.0,0.2286,39.6,0.00253511,124.625
TRAINING,3,2500.0,7.2,0.1524,39.6,0.00909175,117.478
TRAINING,3,630.0,3.0,0.3048,39.6,0.00495741,129.292
TRAINING,3,2500.0,15.4,0.0508,71.3,0.0264269,127.625
TRAINING,3,1000.0,2.7,0.1524,71.3,0.00243851,128.774
TRAINING,3,1600.0,0.0,0.1524,55.5,0.00172668,130.183
TRAINING,9,4000.0,4.0,0.2286,31.7,0.00509068,118.859
TRAINING,3,3150.0,2.0,0.2286,39.6,0.00346574,121.627
TRAINING,3,200.0,19.7,0.0508,39.6,0.036484,125.974
TRAINING,3,200.0,15.4,0.0508,55.5,0.0271925,122.94
TRAINING,3,1250.0,15.6,0.1016,39.6,0.0528487,118.214
TRAINING,3,1000.0,4.0,0.2286,31.7,0.00509068,129.869
TRAINING,9,6300.0,0.0,0.3048,39.6,0.00310138,116.229
TRAINING,3,400.0,22.2,0.0254,39.6,0.0229028,123.416
TRAINING,5,10000.0,0.0,0.3048,39.6,0.00310138,112.139
TRAINING,3,500.0,2.0,0.2286,39.6,0.00346574,125.157
TRAINING,3,1250.0,4.0,0.2286,71.3,0.00400603,131.718
TRAINING,3,400.0,12.7,0.0254,71.3,0.0121808,125.048
TRAINING,3,400.0,0.0,0.2286,39.6,0.00253511,123.565
TRAINING,9,4000.0,0.0,0.1524,71.3,0.0015988,128.857
TRAINING,3,2500.0,8.9,0.1016,71.3,0.0103088,123.623
TRAINING,3,400.0,5.4,0.1524,31.7,0.00525474,127.781
TRAINING,5,16000.0,2.7,0.1524,71.3,0.00243851,110.364
TRAINING,3,500.0,17.4,0.0254,55.5,0.0165706,119.621
TRAINING,3,400.0,3.0,0.3048,71.3,0.00425727,127.564
TRAINING,9,5000.0,4.2,0.0508,71.3,0.00142788,132.828
TRAINING,3,500.0,15.4,0.0508,71.3,0.0264269,127.285
TRAINING,9,4000.0,22.2,0.0254,71.3,0.0214178,123.917
TRAINING,3,1600.0,0.0,0.2286,71.3,0.00214345,129.134
TRAINING,3,250.0,15.4,0.0508,71.3,0.0264269,124.835
TRAINING,3,1000.0,0.0,0.3048,39.6,0.00310138,127.899
