28583,2.54,20.6,78.55,0.38,0.74,12.96,25.42,11.87,13.37,0,0,25238,74.25,1.62,31.66,29.68,9.75,16.49,31156,12558,14100,6986,1340,4980,4105,5957,3979,14.26,15.7,33.26,14.22,5.89,59.54,29.74,19.83,24.52,21.38,10.83,25.1,13.9,12.51,2.99,67.83,63.44,70.93,73.24,70.03,73.77,1595,6.75,168,20.24,38.69,42.26,51.79,0.12,0.23,0.25,0.3,97.91,0.27,3.29,2.38,2.48,2.54,2.38,62.81,2.32,45.19,3,875,92.79,61.29,2.63,29.14,1966,8.89,0.52,42900,61500,84500,41600,188,303,381,193,379,23.3,17.7,12.4,0,0,0.59,75.93,51.23,81.13,87.4,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,30.5,937.6,0.05,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,857.47
15124,2.56,5.22,93.2,0.97,2.89,11.89,21.05,9.52,14.45,15124,100,36935,77.98,0.46,53.66,29.36,3.51,20.71,43315,17693,18375,5539,20000,6047,25252,17650,1089,7.33,4.42,12.19,28.31,4.5,64.2,12.7,24.55,7.36,34.87,9.38,21.74,12.03,10.77,2.92,82.31,79.09,90.93,79.08,62.35,72.02,258,2.2,968,14.15,20.45,26.86,28.62,0.91,1.31,1.72,1.83,92.24,1.03,2.54,1.88,2.52,2.56,2.32,83.39,1.36,46.23,3,476,92.53,81.99,0.42,38.45,1981,2.19,0,70500,1e+05,144900,74400,361,433,546,185,520,27,23.2,12.4,0,0,6.4,22.24,44.21,68.03,75.14,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,4.7,3220.6,0.55,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,408.19
354202,2.91,8.3,59.18,12.52,29.87,15.24,29.81,14.69,8.98,354202,100,24923,74.09,0.98,30.81,22.5,19.61,13.2,28336,11528,14818,7519,9110,6208,6595,7044,83108,24.04,15.86,30.99,19.09,8.52,55.69,9.2,27.67,12.25,27.66,10.89,34.97,16.43,13.8,3.43,63.59,60.87,69.84,66.27,45.13,54.85,17037,6.28,60735,22.07,33.98,44.86,59.59,3.78,5.83,7.69,10.22,66.92,9.85,11.46,7.96,2.84,2.75,2.93,46.61,13.15,55.94,2,7597,94.13,48.22,4.54,22.48,1970,4.18,0.81,62100,80300,107000,44900,296,369,451,155,441,30.1,22.6,12.3,668,124,17.15,58.39,40.03,77.37,89.63,429,110.43,411,105.79,292594,75314.7,682,110.4,88.55,69.93,7.69,20.28,1.4,29.37,42,14,331,102.7,3448.5,2.17,134,45850800,95.8,5,9.79,118021.6,1418.55
32315,2.46,1.43,93,3.31,3.04,12.91,24.34,10.8,11.66,32354,100,36626,79,1.37,54.92,23.66,5.55,20.43,45683,17085,17324,16333,11842,16672,8629,10687,2502,7.79,2.96,9.66,34.73,5.05,64.64,11.42,38.51,6.95,42.59,9.37,24.14,12.59,11.03,3.01,76.28,76.68,86.44,79.14,56.92,65.26,399,1.6,1261,12.93,14.35,26.57,34.1,0.5,0.56,1.04,1.33,94.11,0.84,4.27,2.93,2.44,2.61,2.18,66.13,1.85,39.49,3,710,94.88,61.96,1.97,49.15,1961,2.3,0.12,51300,69200,97000,45700,241,293,355,114,382,19.2,14.7,11.4,0,4,3.9,38.93,47.87,76.74,84.94,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,33.2,973.3,6.79,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,231.23
41882,2.63,40.43,58.22,1.06,0.98,21.46,38.93,25.22,11.21,41891,100,15576,74.46,0.92,27.98,26,10.99,12.19,20993,10013,13824,4637,4354,6470,8335,20770,13483,35.87,11.14,26.04,27.04,9.73,51.51,11.06,37.25,11.88,30.47,10.68,45.41,14.17,12.61,3.1,51.43,44.73,60.71,55.44,62.67,63.18,2774,9.22,983,30.11,45.88,49.75,53.51,0.71,1.08,1.17,1.26,95.52,0.62,6.22,3.62,2.36,2.56,2.18,50.14,4.86,53.08,2,1764,90.02,46.14,4.02,41.16,1966,10.47,0.81,31100,47100,71400,40300,171,254,304,133,304,28.9,20.3,12.9,14,0,2.35,72.44,41.04,63.65,86.45,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,26.3,1590.3,0.59,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,734.56
18150,2.84,2.34,95.43,0.77,2.35,14.05,28.87,12.52,6.3,18159,100,30896,87.05,0.48,33.58,15.45,3.95,14.55,34893,11901,12020,9292,8494,10217,9678,9685,1215,6.79,5.32,19.47,11.63,5.53,72.32,17.26,18.7,16.42,18.76,10.53,22.19,14.59,12.66,3.23,78.29,77.08,93.49,72.03,58.44,72.13,150,1.15,314,10.51,12.42,17.2,21.02,0.18,0.21,0.3,0.36,96.21,0.45,4.64,3.54,2.8,2.77,2.86,68.24,2.89,38.93,3,461,93.27,68.95,0.22,22.56,1971,4.93,0.31,47800,60800,72700,24900,260,337,427,167,427,24.1,19.2,11.7,0,0,1.73,57.21,42.12,61.69,81.18,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,12.6,1445.1,0.28,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,201.24
27630,2.79,30.92,65.53,1.99,2.82,19.14,34.44,20.87,9.15,27529,100,31308,80.72,0.76,42.53,24.06,7.13,21.12,38058,14105,16388,9113,16275,18666,8163,10207,3037,12.45,6.21,17.79,26.54,4.07,66.79,14.49,27.89,11.32,30.77,9.9,38.66,13.94,12,3.05,65.66,60.16,76.32,69.48,65.89,74.91,1250,6.92,1032,10.17,15.5,23.06,28.68,0.38,0.58,0.86,1.07,92.41,0.78,4.32,2.91,2.48,2.65,2.28,57.61,2.68,45.87,3,585,94.42,53.88,2.05,31.97,1968,3.61,0.31,70900,88700,113700,42800,292,393,478,186,470,24.6,19.5,11.6,22,3,3.75,37.69,40.15,68.55,71.92,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,22.1,1251.2,0.62,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,887.29
17930,2.58,2.07,95.9,1.39,1.73,10.99,21.68,10.18,16.41,16540,92.25,44167,78.19,0.66,60.35,31.1,2.78,24.95,49200,19537,19687,12860,3291,25444,31526,24946,583,3.36,7.38,18.15,22.31,4.4,61.89,20.97,27.24,9.43,33.12,7.82,26.78,9.41,8.64,2.94,82.49,78.37,96.26,83.69,62.51,68.04,160,1.15,943,1.91,3.18,8.27,11.03,0.1,0.17,0.44,0.58,93.17,0.53,3.21,2.37,2.49,2.54,2.21,86.24,0.62,32.69,3,401,94.55,84.5,2.99,55.11,1957,0.39,0.2,127200,159700,204600,77400,421,570,695,274,656,24.7,21.2,11.9,22,0,5.26,62.25,65.22,89.02,93.29,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,33.9,528.4,0.79,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,336.13
12069,3.2,2.78,96.27,0.26,72.66,16.31,27.75,12.84,9.72,0,0,19017,76.78,2.22,15.81,27.47,17,6.87,22833,7548,7569,6518,12039,0,8091,5433,3188,26.74,35.19,52.26,7.64,13.32,50.3,4.05,16.93,15.99,17.31,7.48,26.38,10.66,9.11,3.65,80.57,73.65,91.01,83.79,47.58,54.37,242,2.04,1413,14.51,15.36,19.39,30.08,1.7,1.8,2.27,3.52,29.62,13,13.17,10.57,3.16,3.25,2.89,76.95,12.05,46.57,3,657,85.18,74.78,11.11,66.67,1959,12.08,0.52,16600,27400,42200,25600,129,202,285,156,271,27.4,17.7,14.1,6,0,11.71,79.55,64.4,87.32,95.73,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,7.5,1599.8,5.97,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,235.59
12804,2.59,6.09,88.43,4.7,2.83,10.61,21.71,9.93,14.18,12804,100,53226,80.79,0.52,61.13,29.11,2,18.08,61046,23174,23987,17303,0,16540,15555,15989,371,2.9,5.65,14.54,37.58,3.14,67.92,17.41,29.92,8.42,42.7,5.6,28.14,9.29,7.56,3.06,83.6,81.36,95.41,87.3,51.71,67.34,162,1.81,1185,7.85,16.88,24.64,29.79,0.73,1.56,2.28,2.76,86.77,1.17,3.83,2.8,2.59,2.74,2,83.49,1.2,34.55,3,161,96.84,78.65,4.35,24.22,1952,0.69,0.47,140900,177600,223300,82400,444,597,733,289,667,26.5,22,15,0,0,9.25,58.33,69.27,86.32,91.38,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,2.8,4511,11.91,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,183.56
21128,2.5,1.96,97.49,0.27,0.63,13.09,25.19,12.81,14.55,21128,100,25547,71.79,0.42,35.91,33.55,7.84,19.77,31739,11919,11906,14637,31028,4948,12959,8627,2633,12.66,8.49,28.16,11.06,7.01,55.06,29.76,21.1,23.04,20.34,10.56,27.46,13.3,12.04,3.05,73.85,71.65,81.69,76.98,50.65,59.83,360,2.08,476,3.99,3.99,3.99,3.99,0.09,0.09,0.09,0.09,93.92,0.55,3.54,2.44,2.46,2.68,2.06,70.79,1.25,42.6,3,431,95.15,65.12,2.32,42,1956,3.98,0.32,35800,47800,63400,27600,217,282,346,129,333,24.5,15.2,11.7,0,0,2.25,74.47,63,91.98,96.22,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,8.8,2404.8,0.34,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,427.27
15238,2.38,18.59,80.8,0.31,0.45,12.23,23.1,11.44,17.13,0,0,21133,69.18,0.47,25.75,37.74,7.77,20.17,26306,11034,11989,7089,6180,5164,4000,12767,2428,16.19,20.61,42.28,8.87,4.86,57.77,46.34,15.07,32.05,14.9,11.7,24.79,14.8,13.42,2.91,64.75,59.57,63.77,61.35,67.21,73.54,515,3.92,97,40.21,59.79,76.29,76.29,0.26,0.38,0.49,0.49,96.7,0.73,3.48,2.38,2.35,2.38,2.27,68.51,2.72,55.6,2,398,94.14,67.42,2.51,63.07,1955,8.36,0.9,27000,40600,56800,29800,168,229,283,115,322,24.3,19.1,13.8,4,0,0.64,74.03,62.54,88.43,92.73,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,12.1,1256.4,0,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,478.65
42355,4.58,0.53,38.18,1.29,87.53,20.41,36.99,18.83,3.79,42355,100,23819,85.24,0.38,10.17,13.89,15.54,8.47,23308,6125,6998,5121,4385,4820,5636,5672,10875,26.08,48.23,73.66,1.72,13.37,56.22,35.96,9.99,41.63,6.87,6.26,44.16,12.46,9.28,4.64,68.79,61.95,77.71,73.79,43.06,47.29,2987,9.09,22068,17.75,28.62,36.92,49.17,9.25,14.91,19.24,25.62,16.25,30.37,34.87,30.87,4.52,4.21,4.61,20.98,59.49,85.9,2,302,96.84,22.52,2.65,23.18,1960,10.34,0.89,127000,165200,214400,87400,450,542,638,188,605,32.3,29.7,11.7,0,0,52.1,38.62,41.95,86.67,88.58,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,2.6,16265.4,6.68,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,1313.17
72798,2.46,7.68,86.25,4.09,1.42,13.68,26.3,12.48,13.29,72798,100,23835,76.41,0.77,34.84,28.41,5.25,12.46,29812,12994,13767,7263,9949,9013,8158,7546,9869,13.8,9.81,26.71,16.74,5.61,61.01,27.68,21.16,20.72,23.72,12.11,23.94,14.93,13.61,3.02,74.27,71.7,81.56,79.91,64.31,69.15,1140,1.98,3010,15.55,27.51,44.68,69.27,0.64,1.14,1.85,2.86,93.79,1.44,4.12,2.77,2.41,2.58,2.18,63.19,3.37,53.52,2,3408,89.69,59.16,1.2,33.66,1964,10.03,0.4,35700,50600,74000,38300,190,246,314,124,315,23.8,17.3,12.6,19,5,4.13,58.02,48.19,75.69,83.69,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,48.4,1504,0.06,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,690.79
13364,5.28,17.13,36.2,0.58,51.77,13.14,39.97,18.07,4.53,0,0,21558,74.78,1.16,20.9,23.46,23.06,12.41,22358,8270,12106,5715,8542,14241,6298,5898,1965,24.15,18.56,42.24,5.43,12.35,26.3,7.99,19.49,20.51,16.91,6.78,61.96,12.95,8.44,3.68,69.24,63.5,64.77,74.33,52.01,56.18,665,9.3,2136,14.23,23.5,25.51,36.05,2.27,3.76,4.08,5.76,55.84,7.92,14.14,11.53,3.28,3.25,3.32,55.43,18.4,52.4,2,181,93.33,55.94,1.66,47.51,1969,15.82,0.22,46000,58300,74100,28100,190,294,388,198,379,26.1,21.8,12.5,0,0,16.1,56.75,41.71,55.09,91.92,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,5.9,2277.4,0.38,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,764.68
17651,3.18,0.44,98.4,0.97,0.46,14.27,26.71,13.6,8.38,17654,100,52189,87.1,0.59,47.14,24.88,3.72,18.67,55185,17275,17268,34357,8900,15098,21450,10336,425,2.41,4.44,16.39,20.63,6.12,70.38,21.28,22.2,11.94,27.75,4.49,31.71,6.88,5.69,3.46,88.31,84.95,94.44,90.01,56.75,70.9,115,0.91,739,4.33,7.85,13.8,25.17,0.18,0.33,0.58,1.05,94.04,0.28,7.54,6.47,3.18,3.22,2.69,93.8,1.21,17.1,3,115,97.97,92.69,4.35,33.91,1960,0.4,0.23,151500,174700,199400,47900,363,593,830,467,660,26.7,22.5,13,0,0,4.19,86.26,73.79,92.47,97.05,499.198250728863,246.490962099125,432.559766763848,210.844781341108,252404.988338192,120651.718892128,523.658309037901,246.493586005831,85.4996793002915,82.5158309037901,9.2632944606414,5.4597667638484,0.681282798833819,15.2422448979592,26.2886297376093,8.81632653061224,119.114285714286,17.8,993.9,3.06,185.478134110787,32176019.3440233,87.1309329446064,4.28571428571429,0,153577.87122449,426.25
