427.5,47.5,0,228,0,932,594,270,43.01
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75
212,0,124.8,159,7.8,1085.4,799.5,28,38.5
500,0,0,140,4,966,853,28,67.57
298,0,107,164,13,953,784,28,35.86
290.2,193.5,0,185.7,0,998.2,704.3,7,21.86
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
225,0,0,181,0,1113,833,28,17.34
133,200,0,192,0,927.4,839.2,90,36.59
446,24,79,162,10.3,967,712,56,54.77
229.7,0,118.2,195.2,6.1,1028.1,757.6,3,13.36
178,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
213.5,0,174.2,159.2,11.7,1043.6,771.9,100,52.96
166.1,0,163.3,176.5,4.5,1058.6,780.1,3,10.76
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39
275.1,0,121.4,159.5,9.9,1053.6,777.5,14,38.77
238.1,0,94.1,186.7,7,949.9,847,3,19.93
297.2,0,117.5,174.8,9.5,1022.8,753.5,100,56.74
309.9,142.8,111.2,167.8,22.1,913.9,651.2,28,38.22
424,22,132,178,8.5,882,750,3,32.01
439,177,0,186,11.1,884.9,707.9,7,56.1
355,19,97,145,12.3,967,871,28,55.45
237.5,237.5,0,228,0,932,594,270,38.41
265,111,86,195,6,833,790,28,41.54
387,20,94,157,11.6,938,845,28,46.68
500,0,0,151,9,1033,655,28,69.84
300,0,0,184,0,1075,795,7,15.58
181.9,272.8,0,185.7,0,1012.4,714.3,28,27.94
480,0,0,192,0,936.2,712.2,7,34.57
147,115,89,202,9,860,829,28,19.99
145.9,230.5,0,202.5,3.4,827,871.8,28,32.72
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
516,0,0,162,8.3,801,802,28,41.37
475,0,0,228,0,932,594,7,38.6
375,93.8,0,126.6,23.4,852.1,992.6,56,60.2
446,24,79,162,11.6,967,712,56,56.14
355,19,97,145,13.1,967,871,28,44.03
192,288,0,192,0,929.8,716.1,7,21.48
194.7,0,100.5,170.2,7.5,998,901.8,100,44.28
166.8,250.2,0,203.5,0,975.6,692.6,90,43.57
158.4,0,194.9,219.7,11,897.7,712.9,28,8.54
166,259.7,0,183.2,12.7,858.8,826.8,28,37.92
310,0,0,192,0,970,850,28,27.92
178,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73
173,116,0,192,0,946.8,856.8,90,32.1
298,0,107,210,11,880,744,28,31.87
236,0,0,194,0,968,885,90,21.95
350,0,0,203,0,974,775,56,29.98
295.7,0,95.6,171.5,8.9,955.1,859.2,28,39.94
157,236,0,192,0,935.4,781.2,3,9.69
331,0,0,192,0,978,825,360,41.24
322,149,0,186,8,951,709,28,52.42
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18
387,20,94,157,13.9,938,845,7,45.9
165,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09
331,0,0,192,0,978,825,3,13.52
337.9,189,0,174.9,9.5,944.7,755.8,28,49.9
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15
159,209,161,201,7,848,669,28,30.88
290.4,0,96.2,168.1,9.4,961.2,865,3,22.5
139.6,209.4,0,192,0,1047,806.9,90,39.36
337.9,189,0,174.9,9.5,944.7,755.8,7,35.1
190.3,0,125.2,166.6,9.9,1079,798.9,100,33.56
122.6,183.9,0,203.5,0,958.2,800.1,7,10.35
190.3,0,125.2,166.6,9.9,1079,798.9,14,19.42
213.5,0,174.2,159.2,11.7,1043.6,771.9,28,44.64
380,0,0,228,0,932,670,365,52.52
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
389.9,189,0,145.9,22,944.7,755.8,3,40.6
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2
310,143,0,168,10,914,804,28,45.3
522,0,0,146,0,896,896,7,50.51
382,0,0,185,0,1047,739,28,37.42
213.8,98.1,24.5,181.7,6.7,1066,785.5,56,47.13
349,0,0,192,0,1047,806,28,32.72
212.6,0,100.4,159.4,10.4,1003.8,903.8,14,25.37
255.3,98.8,77,188.6,6.5,919,749.3,28,33.8
166.8,250.2,0,203.5,0,975.6,692.6,7,15.75
164,163,128,197,8,961,641,28,27.23
275,180,120,162,10.4,830,765,28,76.24
349,0,0,192,0,1047,806,360,42.13
401.8,94.7,0,147.4,11.4,946.8,852.1,56,73.7
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81
202,11,141,206,1.7,942,801,28,21.97
400,0,0,187,0,1025,745,7,30.14
446,24,79,162,11.6,967,712,28,57.03
141.3,212,0,203.5,0,971.8,748.5,90,39.66
251.8,0,99.9,146.1,12.4,1006,899.8,56,44.14
165,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72
333,17.5,163,167,17.9,996,652,28,47.28
149,153,194,192,8,935,623,28,24.58
350,0,0,203,0,974,775,90,31.35
159,149,116,175,15,953,720,28,27.68
213.8,98.1,24.5,181.7,6.7,1066,785.5,14,17.84
339,0,0,185,0,1069,754,7,21.16
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5
331,0,0,192,0,978,825,180,39
286.3,200.9,0,144.7,11.2,1004.6,803.7,3,24.4
362.6,189,0,164.9,11.6,944.7,755.8,3,35.3
310,0,0,192,0,1012,830,7,17.24
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3
333,0,0,192,0,931.2,842.6,90,41.68
310,0,0,192,0,1012,830,28,27.83
286.3,200.9,0,144.7,11.2,1004.6,803.7,91,76.8
212,141.3,0,203.5,0,973.4,750,28,33
272.8,105.1,81.8,209.7,9,904,679.7,28,37.17
349,0,0,192,0,1047,806,3,14.99
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87
159,187,0,176,11,990,789,28,32.76
305.3,203.5,0,203.5,0,965.4,631,3,14.14
316.1,210.7,0,185.7,0,977,689.3,7,24.44
155.6,243.5,0,180.3,10.7,1022,697.7,28,37.36
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3
310,0,0,192,0,970,850,7,14.99
296,0,0,192,0,1085,765,7,14.2
173,116,0,192,0,946.8,856.8,3,6.94
313.3,262.2,0,175.5,8.6,1046.9,611.8,3,28.8
190,190,0,228,0,932,670,270,50.66
141.3,212,0,203.5,0,971.8,748.5,3,4.83
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55
505,0,60,195,0,1030,630,28,64.02
237.5,237.5,0,228,0,932,594,365,39
220.8,147.2,0,185.7,0,1055,744.3,28,25.75
469,117.2,0,137.8,32.2,852.1,840.5,7,54.9
425,106.3,0,153.5,16.5,852.1,887.1,91,65.2
342,38,0,228,0,932,670,90,50.46
331,0,0,192,0,1025,821,7,17.44
290.4,0,96.2,168.1,9.4,961.2,865,56,45.08
313.3,262.2,0,175.5,8.6,1046.9,611.8,28,59.8
140,133,103,200,7,916,753,28,36.44
145,0,134,181,11,979,812,28,13.2
325,0,0,184,0,1063,783,7,17.54
480,0,0,192,0,936,721,90,54.28
262,111,86,195,5,895,733,28,33.72
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
168,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82
540,0,0,173,0,1125,613,14,59.76
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71
236,157,0,192,0,972.6,749.1,90,47.78
238.2,158.8,0,185.7,0,1040.6,734.3,28,26.91
135,105,193,196,6,965,643,28,21.91
295.7,0,95.6,171.5,8.9,955.1,859.2,56,48.72
531.3,0,0,141.8,28.2,852.1,893.7,7,46.9
374,189.2,0,170.1,10.1,926.1,756.7,28,61.09
193.5,290.2,0,185.7,0,998.2,704.3,28,32.63
277,0,0,191,0,968,856,90,31.25
350,0,0,203,0,974,775,14,22.53
356,119,0,160,9,1061,657,28,59
254,0,0,198,0,968,863,90,26.94
382.5,0,0,185.7,0,1047.8,739.3,28,37.44
159.8,250,0,168.4,12.2,1049.3,688.2,28,39.46
540,0,0,173,0,1125,613,7,52.61
491,26,123,201,3.9,822,699,3,29.55
531.3,0,0,141.8,28.2,852.1,893.7,56,58.8
425,106.3,0,151.4,18.6,936,803.7,7,46.8
246.8,0,125.1,143.3,12,1086.8,800.9,56,60.32
305.3,203.5,0,203.5,0,965.4,631,7,25.89
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94
153,102,0,192,0,888,943.1,28,17.96
140,164,128,237,6,869,656,28,35.23
135.7,203.5,0,185.7,0,1076.2,759.3,28,18.2
190.3,0,125.2,161.9,9.9,1088.1,802.6,100,40.39
213.7,0,174.7,154.8,10.2,1053.5,776.4,14,33.73
218.9,0,124.1,158.5,11.3,1078.7,794.9,14,26.05
439,177,0,186,11.1,884.9,707.9,28,66
500,0,0,200,0,1125,613,1,12.64
212.5,0,100.4,159.3,8.7,1007.8,903.6,3,13.54
182,45.2,122,170.2,8.2,1059.4,780.7,3,7.32
213.5,0,174.2,154.6,11.7,1052.3,775.5,100,59.3
322.5,148.6,0,185.8,8.5,951,709.5,28,52.43
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
122.6,183.9,0,203.5,0,958.2,800.1,3,3.32
266,114,0,228,0,932,670,180,48.7
480,0,0,192,0,936.2,712.2,3,24.4
285,190,0,163,7.6,1031,685,28,53.58
480,0,0,192,0,936.2,712.2,28,43.94
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,40.15
277.1,0,97.4,160.6,11.8,973.9,875.6,100,55.64
255,0,0,192,0,889.8,945,90,21.86
349,0,0,192,0,1056,809,120,40.86
251.4,0,118.3,188.5,5.8,1028.4,757.7,14,29.93
325,0,0,184,0,1063,783,28,30.57
212.5,0,100.4,159.3,8.7,1007.8,903.6,56,42.55
446,24,79,162,11.6,967,712,3,25.02
212.1,0,121.6,180.3,5.7,1057.6,779.3,3,12.47
149,118,92,183,7,953,780,28,23.52
200,133,0,192,0,965.4,806.2,7,17.17
284,15,141,179,5.5,842,801,28,43.73
162,214,164,202,10,820,680,28,30.65
200,200,0,190,0,1145,660,28,49.25
362.6,189,0,164.9,11.6,944.7,755.8,7,55.9
132,207,161,179,5,867,736,28,33.3
525,0,0,189,0,1125,613,90,58.78
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3
288,121,0,177,7,908,829,28,42.13
190.3,0,125.2,161.9,9.9,1088.1,802.6,14,22.72
251.4,0,118.3,188.5,5.8,1028.4,757.7,28,29.65
325.6,166.4,0,174,8.9,881.6,790,28,61.24
332.5,142.5,0,228,0,932,594,180,39.78
168,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24
155,0,143,193,9,1047,697,28,12.46
149,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52
213.7,0,174.7,154.8,10.2,1053.5,776.4,3,17.57
376,0,0,214.6,0,1003.5,762.4,14,25.62
162,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76
359,19,141,154,10.9,942,801,7,35.75
295.8,0,0,185.7,0,1091.4,769.3,28,25.22
108.3,162.4,0,203.5,0,938.2,849,28,20.59
250,0,95.7,191.8,5.3,948.9,857.2,56,39.64
295,0,0,185,0,1069,769,7,14.8
376,0,0,214.6,0,1003.5,762.4,28,31.97
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29
157,236,0,192,0,935.4,781.2,7,16.89
540,0,0,173,0,1125,613,270,74.17
296,0,107,221,11,819,778,28,31.42
275,0,0,183,0,1088,808,28,24.5
250.2,166.8,0,203.5,0,977.6,694.1,28,36.96
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53
284,15,141,179,5.5,842,801,56,44.52
234,156,0,189,5.9,981,760,28,39.3
250,0,95.7,191.8,5.3,948.9,857.2,100,41.16
393,0,0,192,0,940.6,785.6,3,19.2
222.4,0,96.7,189.3,4.5,967.1,870.3,3,11.58
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
250.2,166.8,0,203.5,0,977.6,694.1,7,19.35
424,22,132,168,8.9,822,750,7,40.29
233.8,0,94.6,197.9,4.6,947,852.2,3,10.38
275,0,0,183,0,1088,808,7,14.2
475,0,0,228,0,932,594,28,39.29
250,0,0,182,0,1100,820,7,12.73
238,0,0,186,0,1119,789,7,12.05
229.7,0,118.2,195.2,6.1,1028.1,757.6,14,22.32
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
190,190,0,228,0,932,670,90,42.33
144,136,106,178,7,941,774,28,26.14
108.3,162.4,0,203.5,0,938.2,849,7,7.72
167,75.4,167,164,7.9,1007.3,770.1,56,53.46
387,20,94,157,13.9,938,845,3,25.51
165,0,143.6,163.8,0,1005.6,900.9,56,36.56
280,129,100,172,9,825,805,28,52.82
475,0,0,228,0,932,594,180,42.62
166,260,0,183,13,859,827,28,37.91
178,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16
229.7,0,118.2,195.2,6.1,1028.1,757.6,56,31.35
194.7,0,100.5,165.6,7.5,1006.4,905.9,28,25.72
349,0,0,192,0,1056,809,7,9.01
300,0,0,184,0,1075,795,28,26.85
475,118.8,0,181.1,8.9,852.1,781.5,56,72.3
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51
213.5,0,174.2,154.6,11.7,1052.3,775.5,56,51.43
522,0,0,146,0,896,896,28,74.99
238.1,0,94.1,186.7,7,949.9,847,56,39.59
326,166,0,174,9,882,790,28,61.23
230,0,118.3,195.5,4.6,1029.4,758.6,100,35.34
379.5,151.2,0,153.9,15.9,1134.3,605,56,54.9
158.8,238.2,0,185.7,0,1040.6,734.3,7,9.62
313,145,0,127,8,1000,822,28,44.52
286.3,200.9,0,144.7,11.2,1004.6,803.7,7,38
246.8,0,125.1,143.3,12,1086.8,800.9,100,66.42
310,0,0,192,0,970,850,360,38.11
375,93.8,0,126.6,23.4,852.1,992.6,91,62.5
359,19,141,154,10.9,942,801,7,38.61
339,0,0,197,0,968,781,180,36.45
424,22,132,168,8.9,822,750,3,32.11
213.7,0,174.7,154.8,10.2,1053.5,776.4,100,50.08
516,0,0,162,8.2,801,802,28,41.37
275.1,0,121.4,159.5,9.9,1053.6,777.5,56,56.85
192,288,0,192,0,929.8,716.1,28,39.32
297.2,0,117.5,174.8,9.5,1022.8,753.5,28,47.4
540,0,0,173,0,1125,613,3,41.64
332.5,142.5,0,228,0,932,594,90,37.72
218.9,0,124.1,158.5,11.3,1078.7,794.9,3,15.34
212,141.3,0,203.5,0,973.4,750,7,15.03
153,145,113,178,8,1002,689,28,25.56
252.3,0,98.8,146.3,14.2,987.8,889,56,55.83
166.8,250.2,0,203.5,0,975.6,692.6,28,33.95
182,45.2,122,170.2,8.2,1059.4,780.7,14,21.5
251.4,0,118.3,188.5,6.4,1028.4,757.7,28,32.66
190,190,0,228,0,932,670,365,53.69
436,0,0,218,0,838.4,719.7,28,23.85
427.5,47.5,0,228,0,932,594,28,37.43
387,20,94,157,13.9,938,845,56,47.97
194.7,0,100.5,170.2,7.5,998,901.8,56,43.39
165,0,150,182,12,1023,729,28,18.03
400,0,0,187,0,1025,745,28,43.7
165,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39
251.4,0,118.3,188.5,6.4,1028.4,757.7,100,44.21
158.6,148.9,116,175.1,15,953.3,719.7,28,27.68
376,0,0,214.6,0,1003.5,762.4,100,43.06
186.2,124.1,0,185.7,0,1083.4,764.3,28,17.6
133,200,0,192,0,927.4,839.2,28,27.87
250,0,95.7,191.8,5.3,948.9,857.2,3,8.49
252,0,0,186,0,1111,784,7,11.47
397,0,0,186,0,1040,734,28,36.94
236,0,0,193,0,968,885,365,25.08
212,141.3,0,203.5,0,973.4,750,3,6.81
122.6,183.9,0,203.5,0,958.2,800.1,28,24.29
339,0,0,185,0,1060,754,28,31.65
218.9,0,124.1,158.5,11.3,1078.7,794.9,56,37.27
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29
312.7,0,0,178.1,8,999.7,822.2,28,25.1
388.6,97.1,0,157.9,12.1,852.1,925.7,3,28.1
229.7,0,118.2,195.2,6.1,1028.1,757.6,100,40.86
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61
212.5,0,100.4,159.3,8.7,1007.8,903.6,14,26.31
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8
236,157,0,192,0,972.6,749.1,3,13.57
116,173,0,192,0,909.8,891.9,7,10.09
154,174,185,228,7,845,612,28,24.34
238,0,0,186,0,1119,789,28,17.54
150,236.8,0,173.8,11.9,1069.3,674.8,28,37.43
254,0,0,198,0,968,863,365,29.79
289,0,0,192,0,913.2,895.3,28,25.57
154,144,112,220,10,923,658,28,16.5
183.9,122.6,0,203.5,0,959.2,800,3,4.9
147.8,175.1,0,171.2,2.2,1000,828.5,28,26.92
252.3,0,98.8,146.3,14.2,987.8,889,14,42.29
155,184,143,194,9,880,699,28,28.99
342,38,0,228,0,932,670,365,56.14
389.9,189,0,145.9,22,944.7,755.8,56,79.4
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71
251.4,0,118.3,188.5,5.8,1028.4,757.7,100,43.58
525,0,0,189,0,1125,613,3,33.8
212.6,0,100.4,159.4,10.4,1003.8,903.8,56,44.4
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72
375,0,0,186,0,1038,758,28,38.21
203.5,305.3,0,203.5,0,963.4,630,7,19.54
323.7,282.8,0,183.8,10.3,942.7,659.9,3,28.3
210.7,316.1,0,185.7,0,977,689.3,7,21.82
231.8,0,121.6,174,6.7,1056.4,778.5,28,33.73
425,106.3,0,151.4,18.6,936,803.7,91,66.7
170.3,155.5,0,185.7,0,1026.6,724.3,28,25.73
525,0,0,189,0,1125,613,180,61.92
277,117,91,191,7,946,666,28,43.57
252.3,0,98.8,146.3,14.2,987.8,889,28,50.6
154.8,183.4,0,193.3,9.1,1047.4,696.7,28,18.29
182,45.2,122,170.2,8.2,1059.4,780.7,100,48.67
102,153,0,192,0,887,942,7,7.68
230,0,118.3,195.5,4.6,1029.4,758.6,56,31.54
425,106.3,0,151.4,18.6,936,803.7,28,61.8
238.2,158.8,0,185.7,0,1040.6,734.3,7,15.69
374,0,0,190,7,1013,730,28,39.05
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45
304,76,0,228,0,932,670,270,54.38
236.9,91.7,71.5,246.9,6,852.9,695.4,28,28.63
331,170,0,195,8,811,802,28,56.61
190.3,0,125.2,166.6,9.9,1079,798.9,28,24.85
491,26,123,210,3.9,882,699,56,59.59
146,230,0,202,3,827,872,28,33.06
139.6,209.4,0,192,0,1047,806.9,28,28.24
135.7,203.5,0,185.7,0,1076.2,759.3,7,7.51
424,22,132,168,8.9,822,750,28,72.1
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
387,20,94,157,11.6,938,845,3,34.77
151.8,178.1,138.7,167.5,18.3,944,694.6,28,36.35
500,0,0,200,0,1125,613,270,55.16
190,190,0,228,0,932,670,28,40.86
446,24,79,162,11.6,967,712,7,52.01
152.6,238.7,0,200,6.3,1001.8,683.9,28,26.86
397,0,0,185.7,0,1040.6,734.3,7,25.45
190.7,0,125.4,162.1,7.8,1090,804,56,35.34
393,0,0,192,0,940.6,785.6,90,48.85
149,139,109,193,6,892,780,28,23.69
307,0,0,193,0,968,812,90,32.92
198.6,132.4,0,192,0,978.4,825.5,180,41.72
439,177,0,186,11.1,884.9,707.9,3,39.3
194.7,0,100.5,165.6,7.5,1006.4,905.9,56,33.96
260,101,78,171,10,936,763,28,49.77
203.5,135.7,0,185.7,0,1076.2,759.3,28,22.63
374,189.2,0,170.1,10.1,926.1,756.7,56,63.4
337.9,189,0,174.9,9.5,944.7,755.8,91,67.8
337.9,189,0,174.9,9.5,944.7,755.8,3,24.1
310,0,0,192,0,1012,830,90,35.76
149.5,236,0,175.8,12.6,846.8,892.7,28,32.96
333,0,0,192,0,931.2,842.6,3,15.62
139.6,209.4,0,192,0,1047,806.9,360,44.7
198.6,132.4,0,192,0,978.4,825.5,360,44.3
284,119.7,0,168.3,7.2,970.4,794.2,28,40.93
318,0,126,210,6,861,737,28,40.06
165,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02
302,0,0,203,0,974,817,28,21.75
250,0,95.7,187.4,5.5,956.9,861.2,28,29.22
380,95,0,228,0,932,594,180,40.76
425,106.3,0,153.5,16.5,852.1,887.1,91,65.2
250.2,166.8,0,203.5,0,977.6,694.1,90,47.71
298.2,0,107,209.7,11.1,879.6,744.2,28,31.88
318.8,212.5,0,155.7,14.3,852.1,880.4,91,68.1
181.9,272.8,0,185.7,0,1012.4,714.3,7,12.37
249.1,0,98.8,158.1,12.8,987.8,889,100,51.06
153,102,0,192,0,888,943.1,90,26.32
275.1,0,121.4,159.5,9.9,1053.6,777.5,3,23.8
350,0,0,203,0,974,775,28,27.34
326.5,0,137.9,199,10.8,801.1,792.5,28,38.63
190.3,0,125.2,161.9,9.9,1088.1,802.6,28,28.47
212.1,0,121.6,180.3,5.7,1057.6,779.3,100,39.61
222.4,0,96.7,189.3,4.5,967.1,870.3,100,40.71
302,0,0,203,0,974,817,14,18.13
266,114,0,228,0,932,670,90,47.03
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,20.73
379.5,151.2,0,153.9,15.9,1134.3,605,28,52.2
475,0,0,228,0,932,594,90,42.23
321,0,128,182,11,870,780,28,37.26
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3
166.1,0,163.3,176.5,4.5,1058.6,780.1,100,33.54
375,93.8,0,126.6,23.4,852.1,992.6,7,45.7
222.4,0,96.7,189.3,4.5,967.1,870.3,28,24.89
