1
TRAINING,1,0.0,0.565,5.1,3.94,3.51,0.3,3.76
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.275,2.46
TRAINING,1,-5.0,0.565,4.77,3.99,3.15,0.375,12.71
TRAINING,1,-2.3,0.53,5.11,3.69,3.51,0.325,4.42
TRAINING,1,-2.3,0.53,4.34,2.81,3.15,0.425,41.34
TRAINING,1,0.0,0.53,4.78,3.75,3.15,0.25,1.94
TRAINING,1,-5.0,0.6,4.78,4.24,3.15,0.275,2.84
TRAINING,1,-2.3,0.569,4.78,3.04,3.64,0.25,1.59
TRAINING,1,-2.2,0.546,4.78,4.13,3.07,0.45,53.07
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.175,0.45
TRAINING,1,-2.4,0.574,4.36,3.96,2.76,0.275,2.83
TRAINING,1,-2.3,0.53,5.11,3.69,3.51,0.45,55.17
TRAINING,1,-2.3,0.562,5.14,4.95,3.17,0.325,5.82
TRAINING,1,-2.3,0.568,4.78,3.99,3.17,0.225,1.18
TRAINING,1,-2.3,0.6,4.34,4.23,2.73,0.325,6.0
TRAINING,1,0.0,0.6,4.78,4.24,3.15,0.2,0.73
TRAINING,1,-2.3,0.6,5.1,4.17,3.51,0.425,31.77
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.25,1.76
TRAINING,1,-2.2,0.546,4.78,4.13,3.07,0.275,2.49
TRAINING,1,-2.3,0.562,5.14,4.95,3.17,0.375,12.8
TRAINING,1,-2.4,0.574,4.36,3.96,2.76,0.35,8.03
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.25,1.97
TRAINING,1,-2.4,0.574,4.36,3.96,2.76,0.125,0.2
TRAINING,1,0.0,0.6,4.78,4.24,3.15,0.45,51.5
TRAINING,1,-2.3,0.569,4.78,3.04,3.64,0.4,21.09
TRAINING,1,-2.4,0.585,4.78,3.84,3.32,0.325,5.79
TRAINING,1,-2.3,0.6,5.1,4.17,3.51,0.2,0.73
TRAINING,1,0.0,0.6,4.78,4.24,3.15,0.225,1.3
TRAINING,1,-2.4,0.574,4.36,3.96,2.76,0.225,1.37
TRAINING,1,-5.0,0.6,4.78,4.24,3.15,0.175,0.34
TRAINING,1,-5.0,0.6,4.78,4.24,3.15,0.2,0.63
TRAINING,1,-2.3,0.6,5.1,4.17,3.51,0.325,6.31
TRAINING,1,-2.3,0.6,5.1,4.17,3.51,0.35,8.68
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.35,6.86
TRAINING,1,-2.3,0.6,5.1,4.17,3.51,0.125,0.01
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.3,3.43
TRAINING,1,-2.3,0.562,5.14,4.95,3.17,0.175,0.7
TRAINING,1,-5.0,0.53,4.78,3.75,3.15,0.45,55.87
TRAINING,1,-2.3,0.6,4.34,4.23,2.73,0.375,12.27
TRAINING,1,-5.0,0.565,4.77,3.99,3.15,0.4,21.02
TRAINING,1,-2.3,0.6,4.34,4.23,2.73,0.3,4.15
TRAINING,1,0.0,0.565,5.1,3.94,3.51,0.275,2.68
TRAINING,1,-2.3,0.53,4.76,3.68,3.16,0.375,13.77
TRAINING,1,-5.0,0.53,4.78,3.75,3.15,0.325,5.07
TRAINING,1,-2.3,0.565,4.78,5.35,2.76,0.4,21.4
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.425,33.23
TRAINING,1,-2.3,0.565,4.78,5.35,2.76,0.3,4.21
TRAINING,1,0.0,0.565,5.1,3.94,3.51,0.175,0.5
TRAINING,1,-2.3,0.53,5.11,3.69,3.51,0.375,14.11
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.3,3.85
TRAINING,1,-2.3,0.565,4.78,5.35,2.76,0.125,0.09
TRAINING,1,-2.3,0.569,4.78,3.04,3.64,0.375,11.99
TRAINING,1,-2.4,0.574,4.36,3.96,2.76,0.175,0.65
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.15,0.26
TRAINING,1,-5.0,0.6,4.78,4.24,3.15,0.375,12.49
TRAINING,1,-5.0,0.53,4.78,3.75,3.15,0.35,7.95
TRAINING,1,-2.3,0.6,5.1,4.17,3.51,0.275,3.04
TRAINING,1,0.0,0.565,5.1,3.94,3.51,0.35,8.76
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.45,54.23
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.375,14.93
TRAINING,1,-5.0,0.565,4.77,3.99,3.15,0.125,0.07
TRAINING,1,-2.3,0.569,4.78,3.04,3.64,0.275,2.33
TRAINING,1,-2.3,0.562,5.14,4.95,3.17,0.45,47.29
TRAINING,1,0.0,0.565,5.1,3.94,3.51,0.2,0.83
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.175,0.65
TRAINING,1,-2.2,0.546,4.78,4.13,3.07,0.375,12.76
TRAINING,1,-2.3,0.6,4.34,4.23,2.73,0.225,1.02
TRAINING,1,-2.4,0.585,4.78,3.84,3.32,0.2,0.97
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.2,0.79
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.425,34.5
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.275,2.88
TRAINING,1,-2.3,0.569,4.78,3.04,3.64,0.425,35.01
TRAINING,1,-2.3,0.569,4.78,3.04,3.64,0.2,0.66
TRAINING,1,-2.4,0.585,4.78,3.84,3.32,0.25,1.98
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.15,0.35
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.2,0.93
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.25,1.67
TRAINING,1,-2.3,0.6,5.1,4.17,3.51,0.175,0.39
TRAINING,1,-2.2,0.546,4.78,4.13,3.07,0.15,0.32
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.2,0.77
TRAINING,1,-2.3,0.53,5.11,3.69,3.51,0.2,0.75
TRAINING,1,-2.2,0.546,4.78,4.13,3.07,0.425,35.64
TRAINING,1,-5.0,0.565,4.77,3.99,3.15,0.3,4.12
TRAINING,1,0.0,0.6,4.78,4.24,3.15,0.425,34.62
TRAINING,1,0.0,0.6,4.78,4.24,3.15,0.25,2.16
TRAINING,1,-2.3,0.53,4.76,3.68,3.16,0.175,0.47
TRAINING,1,-2.3,0.53,5.11,3.69,3.51,0.15,0.25
TRAINING,1,-2.4,0.574,4.36,3.96,2.76,0.325,5.19
TRAINING,1,-5.0,0.565,4.77,3.99,3.15,0.15,0.18
TRAINING,1,-2.3,0.6,4.34,4.23,2.73,0.125,0.04
TRAINING,1,-2.3,0.568,4.78,3.99,3.17,0.15,0.27
TRAINING,1,-2.3,0.569,4.78,3.04,3.64,0.45,51.8
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.375,12.4
TRAINING,1,-2.3,0.568,4.78,3.99,3.17,0.425,32.75
TRAINING,1,-2.3,0.53,4.76,3.68,3.16,0.25,1.65
TRAINING,1,0.0,0.6,4.78,4.24,3.15,0.3,5.06
TRAINING,1,-2.3,0.562,5.14,4.95,3.17,0.125,0.28
TRAINING,1,-5.0,0.53,4.78,3.75,3.15,0.275,2.62
TRAINING,1,-2.2,0.546,4.78,4.13,3.07,0.4,21.99
TRAINING,1,0.0,0.53,4.78,3.75,3.15,0.275,2.62
TRAINING,1,0.0,0.53,4.78,3.75,3.15,0.35,9.45
TRAINING,1,-2.3,0.569,4.78,3.04,3.64,0.35,7.11
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.175,0.43
TRAINING,1,-2.3,0.568,4.78,3.99,3.17,0.175,0.47
TRAINING,1,0.0,0.6,4.78,4.24,3.15,0.125,0.03
TRAINING,1,-2.3,0.6,5.1,4.17,3.51,0.4,20.14
TRAINING,1,-2.4,0.585,4.78,3.84,3.32,0.175,0.64
TRAINING,1,-2.3,0.562,5.14,4.95,3.17,0.4,20.41
TRAINING,1,-2.3,0.569,4.78,3.04,3.64,0.325,4.61
TRAINING,1,-2.3,0.53,4.76,3.68,3.16,0.45,56.46
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.35,8.03
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.25,1.96
TRAINING,1,-5.0,0.53,4.78,3.75,3.15,0.175,0.47
TRAINING,1,0.0,0.565,5.1,3.94,3.51,0.375,14.24
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.3,3.99
TRAINING,1,0.0,0.565,5.1,3.94,3.51,0.25,1.9
TRAINING,1,-2.3,0.562,5.14,4.95,3.17,0.425,32.34
TRAINING,1,-2.3,0.565,4.78,5.35,2.76,0.35,8.25
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.425,33.97
TRAINING,1,0.0,0.53,4.78,3.75,3.15,0.3,3.7
TRAINING,1,-2.3,0.6,4.34,4.23,2.73,0.4,19.59
TRAINING,1,-2.3,0.568,4.78,3.99,3.17,0.4,20.11
TRAINING,1,-2.3,0.565,4.78,5.35,2.76,0.275,2.94
TRAINING,1,-2.3,0.568,4.78,3.99,3.17,0.125,0.11
TRAINING,1,-2.3,0.568,4.78,3.99,3.17,0.2,0.78
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.15,0.24
TRAINING,1,0.0,0.53,4.78,3.75,3.15,0.425,41.77
TRAINING,1,-2.4,0.574,4.36,3.96,2.76,0.375,12.86
TRAINING,1,0.0,0.53,4.78,3.75,3.15,0.15,0.32
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.425,38.12
TRAINING,1,-2.4,0.585,4.78,3.84,3.32,0.4,19.18
TRAINING,1,-2.3,0.565,4.78,5.35,2.76,0.15,0.29
TRAINING,1,-2.3,0.568,4.78,3.99,3.17,0.45,49.49
TRAINING,1,-2.3,0.53,4.34,2.81,3.15,0.4,25.18
TRAINING,1,0.0,0.53,4.78,3.75,3.15,0.225,1.37
TRAINING,1,-2.3,0.53,4.34,2.81,3.15,0.15,0.17
TRAINING,1,-5.0,0.565,4.77,3.99,3.15,0.35,7.87
TRAINING,1,-2.3,0.53,5.11,3.69,3.51,0.35,7.84
TRAINING,1,-5.0,0.53,4.78,3.75,3.15,0.15,0.24
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.375,11.56
TRAINING,1,-2.3,0.53,5.11,3.69,3.51,0.3,2.98
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.35,7.74
TRAINING,1,0.0,0.6,4.78,4.24,3.15,0.175,0.4
TRAINING,1,-2.4,0.585,4.78,3.84,3.32,0.15,0.38
TRAINING,1,-5.0,0.53,4.78,3.75,3.15,0.375,13.73
TRAINING,1,-2.3,0.562,5.14,4.95,3.17,0.15,0.44
TRAINING,1,-2.4,0.574,4.36,3.96,2.76,0.2,0.93
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.325,4.62
TRAINING,1,-2.3,0.53,4.76,3.68,3.16,0.425,37.38
TRAINING,1,-2.3,0.53,4.34,2.81,3.15,0.45,62.42
TRAINING,1,0.0,0.53,4.78,3.75,3.15,0.45,60.85
TRAINING,1,-2.3,0.6,4.34,4.23,2.73,0.275,2.63
TRAINING,1,0.0,0.6,4.78,4.24,3.15,0.375,15.25
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.325,5.19
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.325,5.96
TRAINING,1,-2.3,0.6,5.1,4.17,3.51,0.25,1.96
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.35,9.07
TRAINING,1,0.0,0.53,4.78,3.75,3.15,0.125,0.16
TRAINING,1,-2.4,0.585,4.78,3.84,3.32,0.125,0.2
TRAINING,1,-2.3,0.568,4.78,3.99,3.17,0.375,11.93
TRAINING,1,-2.4,0.585,4.78,3.84,3.32,0.375,12.15
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.45,49.14
TRAINING,1,-2.3,0.53,4.76,3.68,3.16,0.275,2.28
TRAINING,1,-5.0,0.6,4.78,4.24,3.15,0.15,0.15
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.275,2.83
TRAINING,1,-2.2,0.546,4.78,4.13,3.07,0.125,0.15
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.375,12.86
TRAINING,1,-2.3,0.6,5.1,4.17,3.51,0.375,12.39
TRAINING,1,-2.3,0.6,4.34,4.23,2.73,0.25,1.62
TRAINING,1,-2.3,0.53,5.11,3.69,3.51,0.125,0.08
TRAINING,1,-2.4,0.574,4.36,3.96,2.76,0.45,50.36
TRAINING,1,-5.0,0.6,4.78,4.24,3.15,0.425,32.46
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.125,0.08
TRAINING,1,-2.4,0.585,4.78,3.84,3.32,0.225,1.36
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.4,21.51
TRAINING,1,-2.3,0.53,4.34,2.81,3.15,0.25,1.43
TRAINING,1,-2.3,0.53,4.34,2.81,3.15,0.125,0.05
TRAINING,1,-2.4,0.574,4.36,3.96,2.76,0.4,21.51
TRAINING,1,-2.3,0.53,4.76,3.68,3.16,0.15,0.23
TRAINING,1,0.0,0.6,4.78,4.24,3.15,0.325,7.14
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.125,0.12
TRAINING,1,-2.3,0.568,4.78,3.99,3.17,0.3,3.76
TRAINING,1,0.0,0.565,5.1,3.94,3.51,0.45,51.99
TRAINING,1,-2.4,0.568,4.34,2.98,3.15,0.2,0.69
TRAINING,1,0.0,0.565,5.1,3.94,3.51,0.225,1.28
TRAINING,1,-2.2,0.546,4.78,4.13,3.07,0.2,0.86
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.125,0.11
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.225,1.28
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.3,4.14
TRAINING,1,-2.3,0.562,5.14,4.95,3.17,0.2,1.07
TRAINING,1,-2.3,0.53,5.11,3.69,3.51,0.4,24.14
TRAINING,1,-2.3,0.6,4.34,4.23,2.73,0.35,8.47
TRAINING,1,-2.3,0.564,5.1,3.95,3.53,0.45,50.36
TRAINING,1,-2.3,0.53,5.11,3.69,3.51,0.175,0.46
TRAINING,1,-2.4,0.574,4.36,3.96,2.76,0.15,0.35
TRAINING,1,-5.0,0.565,4.77,3.99,3.15,0.425,34.58
TRAINING,1,-2.3,0.6,4.34,4.23,2.73,0.15,0.17
TRAINING,1,0.0,0.565,5.1,3.94,3.51,0.15,0.26
TRAINING,1,-2.3,0.565,4.78,5.35,2.76,0.425,33.14
TRAINING,1,-2.2,0.546,4.78,4.13,3.07,0.325,4.83
TRAINING,1,-5.0,0.53,4.78,3.75,3.15,0.3,3.69
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.15,0.24
TRAINING,1,-2.3,0.568,4.78,3.99,3.17,0.275,2.61
TRAINING,1,-5.0,0.6,4.78,4.24,3.15,0.35,8.62
TRAINING,1,-5.0,0.53,4.78,3.75,3.15,0.25,1.85
TRAINING,1,-2.3,0.562,5.14,4.95,3.17,0.35,8.28
TRAINING,1,-2.2,0.546,4.78,4.13,3.07,0.175,0.55
TRAINING,1,-5.0,0.6,4.78,4.24,3.15,0.125,0.06
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.275,2.59
TRAINING,1,-2.3,0.6,4.34,4.23,2.73,0.175,0.36
TRAINING,1,0.0,0.565,4.77,3.99,3.15,0.175,0.49
TRAINING,1,0.0,0.6,4.78,4.24,3.15,0.275,3.35
TRAINING,1,-2.3,0.565,4.78,5.35,2.76,0.2,0.86
TRAINING,1,-5.0,0.565,5.1,3.94,3.51,0.225,1.19
TRAINING,1,-2.4,0.585,4.78,3.84,3.32,0.45,44.38
TRAINING,1,-5.0,0.565,4.77,3.99,3.15,0.225,1.14
TEST,1,-2.3,0.6,4.34,4.23,2.73,0.425,30.48
TEST,1,-5.0,0.53,4.78,3.75,3.15,0.225,1.21
TEST,1,-2.3,0.6,4.34,4.23,2.73,0.2,0.64
TEST,1,-2.3,0.53,4.34,2.81,3.15,0.3,2.73
TEST,1,-2.4,0.568,4.34,2.98,3.15,0.225,1.09
TEST,1,-5.0,0.6,4.78,4.24,3.15,0.325,6.2
TEST,1,-5.0,0.6,4.78,4.24,3.15,0.45,50.94
TEST,1,-5.0,0.565,4.77,3.99,3.15,0.25,1.83
TEST,1,-2.4,0.585,4.78,3.84,3.32,0.425,30.09
TEST,1,0.0,0.53,4.78,3.75,3.15,0.175,0.59
TEST,1,-2.3,0.53,4.76,3.68,3.16,0.4,23.96
TEST,1,0.0,0.6,4.78,4.24,3.15,0.35,10.36
TEST,1,-5.0,0.565,4.77,3.99,3.15,0.45,51.77
TEST,1,-2.2,0.546,4.78,4.13,3.07,0.3,3.45
TEST,1,0.0,0.6,4.78,4.24,3.15,0.4,23.15
TEST,1,0.0,0.565,4.77,3.99,3.15,0.45,55.44
TEST,1,0.0,0.565,4.77,3.99,3.15,0.4,24.13
TEST,1,-5.0,0.6,4.78,4.24,3.15,0.3,4.34
TEST,1,0.0,0.565,5.1,3.94,3.51,0.4,23.05
TEST,1,-2.3,0.564,5.1,3.95,3.53,0.225,1.37
TEST,1,-2.3,0.53,4.76,3.68,3.16,0.3,3.09
TEST,1,-2.3,0.53,4.76,3.68,3.16,0.2,0.76
TEST,1,-5.0,0.565,4.77,3.99,3.15,0.2,0.7
TEST,1,-2.3,0.53,4.34,2.81,3.15,0.225,1.01
TEST,1,-5.0,0.565,4.77,3.99,3.15,0.175,0.4
TEST,1,0.0,0.53,4.78,3.75,3.15,0.325,5.45
TEST,1,-2.3,0.565,4.78,5.35,2.76,0.325,5.54
TEST,1,-2.3,0.565,4.78,5.35,2.76,0.175,0.56
TEST,1,-2.4,0.585,4.78,3.84,3.32,0.35,8.04
TEST,1,-2.3,0.53,4.34,2.81,3.15,0.35,7.19
TEST,1,-2.2,0.546,4.78,4.13,3.07,0.25,1.76
TEST,1,-2.3,0.562,5.14,4.95,3.17,0.225,1.57
TEST,1,-5.0,0.6,4.78,4.24,3.15,0.225,1.13
TEST,1,-2.3,0.53,4.76,3.68,3.16,0.225,1.15
TEST,1,-2.3,0.53,5.11,3.69,3.51,0.275,2.17
TEST,1,-5.0,0.565,5.1,3.94,3.51,0.4,20.91
TEST,1,-2.3,0.564,5.1,3.95,3.53,0.125,0.2
TEST,1,-2.3,0.6,5.1,4.17,3.51,0.3,4.46
TEST,1,-5.0,0.53,4.78,3.75,3.15,0.125,0.09
TEST,1,-2.3,0.569,4.78,3.04,3.64,0.125,0.04
TEST,1,-2.4,0.574,4.36,3.96,2.76,0.3,3.99
TEST,1,-5.0,0.565,5.1,3.94,3.51,0.325,5.27
TEST,1,0.0,0.53,4.78,3.75,3.15,0.375,16.31
TEST,1,-2.3,0.569,4.78,3.04,3.64,0.225,1.06
TEST,1,-2.3,0.53,4.76,3.68,3.16,0.125,0.1
TEST,1,-2.3,0.6,4.34,4.23,2.73,0.45,46.66
TEST,1,-2.3,0.568,4.78,3.99,3.17,0.35,7.16
TEST,1,-5.0,0.53,4.78,3.75,3.15,0.2,0.78
TEST,1,-2.3,0.565,4.78,5.35,2.76,0.225,1.31
TEST,1,-5.0,0.565,4.77,3.99,3.15,0.325,5.41
TEST,1,-2.3,0.53,4.34,2.81,3.15,0.325,3.87
TEST,1,-2.3,0.6,5.1,4.17,3.51,0.45,47.13
TEST,1,-5.0,0.565,4.77,3.99,3.15,0.275,2.77
TEST,1,-2.3,0.568,4.78,3.99,3.17,0.325,4.99
TEST,1,-5.0,0.53,4.78,3.75,3.15,0.4,23.55
TEST,1,-2.3,0.53,4.34,2.81,3.15,0.2,0.63
TEST,1,-5.0,0.6,4.78,4.24,3.15,0.4,20.41
TEST,1,-2.3,0.569,4.78,3.04,3.64,0.15,0.17
TEST,1,-2.3,0.53,5.11,3.69,3.51,0.225,1.11
TEST,1,-2.3,0.53,5.11,3.69,3.51,0.425,37.95
TEST,1,-2.3,0.565,4.78,5.35,2.76,0.45,50.14
TEST,1,-2.3,0.53,4.76,3.68,3.16,0.325,4.41
4
TRAINING,3,-2.2,0.546,4.78,4.13,3.07,0.35,7.37
TRAINING,3,-2.3,0.53,4.34,2.81,3.15,0.375,13.96
TRAINING,3,-2.4,0.574,4.36,3.96,2.76,0.425,33.97
TRAINING,5,0.0,0.565,5.1,3.94,3.51,0.425,35.46
TRAINING,3,-2.3,0.6,5.1,4.17,3.51,0.15,0.16
TRAINING,3,-2.4,0.585,4.78,3.84,3.32,0.275,2.91
TRAINING,9,-5.0,0.53,4.78,3.75,3.15,0.425,37.14
TRAINING,3,-2.3,0.565,4.78,5.35,2.76,0.25,1.99
TRAINING,5,0.0,0.565,5.1,3.94,3.51,0.125,0.08
TRAINING,3,-2.2,0.546,4.78,4.13,3.07,0.225,1.24
TRAINING,3,-2.3,0.569,4.78,3.04,3.64,0.3,3.29
TRAINING,3,-2.4,0.568,4.34,2.98,3.15,0.4,20.63
TRAINING,3,-2.3,0.569,4.78,3.04,3.64,0.175,0.37
TRAINING,3,-2.3,0.53,4.34,2.81,3.15,0.275,2.05
TRAINING,9,-5.0,0.6,4.78,4.24,3.15,0.25,1.85
TRAINING,3,-2.3,0.562,5.14,4.95,3.17,0.25,2.23
TRAINING,5,0.0,0.53,4.78,3.75,3.15,0.4,27.34
TRAINING,3,-2.3,0.562,5.14,4.95,3.17,0.3,4.09
TRAINING,3,-2.3,0.53,5.11,3.69,3.51,0.25,1.57
TRAINING,5,0.0,0.6,4.78,4.24,3.15,0.15,0.18
TRAINING,3,-2.4,0.585,4.78,3.84,3.32,0.3,4.35
TRAINING,3,-2.3,0.565,4.78,5.35,2.76,0.375,13.08
TRAINING,3,-2.4,0.574,4.36,3.96,2.76,0.25,1.97
TRAINING,5,0.0,0.53,4.78,3.75,3.15,0.2,0.92
TRAINING,3,-2.3,0.53,4.34,2.81,3.15,0.175,0.35
TRAINING,3,-2.3,0.53,4.76,3.68,3.16,0.35,7.51
TRAINING,3,-2.3,0.568,4.78,3.99,3.17,0.25,1.82
TRAINING,5,0.0,0.565,5.1,3.94,3.51,0.325,5.57
TRAINING,3,-2.3,0.6,5.1,4.17,3.51,0.225,1.24
TRAINING,3,-2.3,0.562,5.14,4.95,3.17,0.275,3.09
TRAINING,5,0.0,0.565,5.1,3.94,3.51,0.3,3.76
TRAINING,3,-2.4,0.568,4.34,2.98,3.15,0.275,2.46
TRAINING,9,-5.0,0.565,4.77,3.99,3.15,0.375,12.71
TRAINING,3,-2.3,0.53,5.11,3.69,3.51,0.325,4.42
TRAINING,3,-2.3,0.53,4.34,2.81,3.15,0.425,41.34
TRAINING,5,0.0,0.53,4.78,3.75,3.15,0.25,1.94
TRAINING,9,-5.0,0.6,4.78,4.24,3.15,0.275,2.84
TRAINING,3,-2.3,0.569,4.78,3.04,3.64,0.25,1.59
TRAINING,3,-2.2,0.546,4.78,4.13,3.07,0.45,53.07
TRAINING,9,-5.0,0.565,5.1,3.94,3.51,0.175,0.45
TRAINING,3,-2.4,0.574,4.36,3.96,2.76,0.275,2.83
TRAINING,3,-2.3,0.53,5.11,3.69,3.51,0.45,55.17
TRAINING,3,-2.3,0.562,5.14,4.95,3.17,0.325,5.82
TRAINING,3,-2.3,0.568,4.78,3.99,3.17,0.225,1.18
TRAINING,3,-2.3,0.6,4.34,4.23,2.73,0.325,6.0
TRAINING,5,0.0,0.6,4.78,4.24,3.15,0.2,0.73
TRAINING,3,-2.3,0.6,5.1,4.17,3.51,0.425,31.77
TRAINING,9,-5.0,0.565,5.1,3.94,3.51,0.25,1.76
TRAINING,3,-2.2,0.546,4.78,4.13,3.07,0.275,2.49
TRAINING,3,-2.3,0.562,5.14,4.95,3.17,0.375,12.8
TRAINING,3,-2.4,0.574,4.36,3.96,2.76,0.35,8.03
TRAINING,3,-2.3,0.564,5.1,3.95,3.53,0.25,1.97
TRAINING,3,-2.4,0.574,4.36,3.96,2.76,0.125,0.2
TRAINING,5,0.0,0.6,4.78,4.24,3.15,0.45,51.5
TRAINING,3,-2.3,0.569,4.78,3.04,3.64,0.4,21.09
TRAINING,3,-2.4,0.585,4.78,3.84,3.32,0.325,5.79
TRAINING,3,-2.3,0.6,5.1,4.17,3.51,0.2,0.73
TRAINING,5,0.0,0.6,4.78,4.24,3.15,0.225,1.3
TRAINING,3,-2.4,0.574,4.36,3.96,2.76,0.225,1.37
TRAINING,9,-5.0,0.6,4.78,4.24,3.15,0.175,0.34
TRAINING,9,-5.0,0.6,4.78,4.24,3.15,0.2,0.63
TRAINING,3,-2.3,0.6,5.1,4.17,3.51,0.325,6.31
TRAINING,3,-2.3,0.6,5.1,4.17,3.51,0.35,8.68
TRAINING,3,-2.4,0.568,4.34,2.98,3.15,0.35,6.86
TRAINING,3,-2.3,0.6,5.1,4.17,3.51,0.125,0.01
TRAINING,3,-2.4,0.568,4.34,2.98,3.15,0.3,3.43
TRAINING,3,-2.3,0.562,5.14,4.95,3.17,0.175,0.7
TRAINING,9,-5.0,0.53,4.78,3.75,3.15,0.45,55.87
TRAINING,3,-2.3,0.6,4.34,4.23,2.73,0.375,12.27
TRAINING,9,-5.0,0.565,4.77,3.99,3.15,0.4,21.02
TRAINING,3,-2.3,0.6,4.34,4.23,2.73,0.3,4.15
TRAINING,5,0.0,0.565,5.1,3.94,3.51,0.275,2.68
TRAINING,3,-2.3,0.53,4.76,3.68,3.16,0.375,13.77
TRAINING,9,-5.0,0.53,4.78,3.75,3.15,0.325,5.07
TRAINING,3,-2.3,0.565,4.78,5.35,2.76,0.4,21.4
